lead_organization,implementing_partner,sub_cluster,response_activity,quantity_planned,quantity_delivered,province,district,indicator,beneficiary_type,no_of_individual_targeted,total_no_of_individuals_reached,no_of_girls_reached,no_of_boys_reached,no_of_women_reached,no_of_men_reached,status,funding_source,intial_4w_recotd,admin3_limit_test,short_name,admin3_p_code,start,start_dow,start_month,start_year,end_year,last_updated_year,month
International Rescue Committee,International Rescue Committee,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,184,184,Manicaland,Chimanimani,"# of people receiving Hygiene kits (family kit, female dignity kit)","Most vulnerable (HH, PLW, young girls/women)",3300,952,342,315,162,133,Planned,IRC,198,23,IRC,ZW110212,2019-04-20,2019-04-14,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Sanitation,3.1 - Installation and/or management of latrines,165,15,Manicaland,Chimanimani,# of people with access to appropriate sanitation,General Population,3300,436,76,68,57,58,Planned,IRC,203,23,IRC,ZW110212,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,320,320,Manicaland,Chimanimani,"# of people receiving Hygiene kits (family kit, female dignity kit)","Most vulnerable (HH, PLW, young girls/women)",1600,2116,846,614,360,296,Completed,IRC,192,23,IRC,ZW110214,2019-04-05,2019-03-31,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Hygiene,4.2 - Household level hygiene promotion activities,44.5,15,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,General Population,3400,2496,918,728,497,353,Ongoing,IRC,199,23,IRC,ZW110221,2019-04-08,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Water,Other Water,44.5,15,Manicaland,Chimanimani,# of people reached with other WASH services,General Population,3400,436,76,68,57,58,Planned,IRC,200,23,IRC,ZW110221,2019-04-08,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,458,458,Manicaland,Chimanimani,"# of people receiving Hygiene kits (family kit, female dignity kit)","Most vulnerable (HH, PLW, young girls/women)",2993,2073,829,602,352,290,Ongoing,IRC,201,23,IRC,ZW110221,2019-04-08,2019-04-07,Apr,2019,2019,2019,2019-04-01
International Rescue Committee,International Rescue Committee,Sanitation,3.1 - Installation and/or management of latrines,170,15,Manicaland,Chimanimani,# of people with access to appropriate sanitation,General Population,3400,436,76,68,57,58,Planned,IRC,204,23,IRC,ZW110221,2019-04-10,2019-04-07,Apr,2019,2019,2019,2019-04-01
ActionAid Zimbabwe,Jekesa Pfungwa,Sanitation,3.1 - Installation and/or management of latrines,24,15,Manicaland,Chimanimani,# of people with access to appropriate sanitation,"Most vulnerable (HH, PLW, young girls/women)",120,436,76,68,57,58,Planned,DEC,167,23,AAZ-JP,ZW110222,2019-05-01,2019-04-28,May,2019,2019,2019,2019-05-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,100,73,Manicaland,Buhera,# of people receiving WASH NFI kits,General Population,500,517,170,90,159,98,Ongoing,UNICEF,2,33,UNICEF-MC,ZW110125,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,600,0,Manicaland,Buhera,# of people receiving WASH NFI kits,General Population,3000,0,76,68,57,58,Ongoing,UNICEF,15,33,UNICEF-MC,ZW110128,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,600,113,Manicaland,Buhera,# of people receiving WASH NFI kits,General Population,3000,856,246,255,173,182,Ongoing,UNICEF,16,33,UNICEF-MC,ZW110129,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,450,0,Manicaland,Buhera,# of people receiving WASH NFI kits,General Population,2500,0,76,68,57,58,Ongoing,UNICEF,17,33,UNICEF-MC,ZW110133,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,10,10,Manicaland,Buhera,# of people reached with other WASH services,General Population,10,10,0,0,5,5,Ongoing,UNICEF,19,33,UNICEF-MC,ZW110129,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,1813,1813,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,9065,10665,2839,2623,2762,2441,Ongoing,UNICEF,20,23,UNICEF-MC,ZW110215,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,2000,1970,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,10000,9766,2844,2566,2629,2189,Ongoing,UNICEF/ PRIVATE FUNDS,21,23,UNICEF-MC,ZW110216,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,1200,1046,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,6000,5355,1686,1701,1059,909,Ongoing,UNICEF/ PRIVATE FUNDS,3,23,UNICEF-MC,ZW110221,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,92,92,Manicaland,Chimanimani,# of people with access to appropriate sanitation,IDP & General Population,3061,3061,76,68,57,58,Ongoing,UNICEF,4,23,UNICEF-MC,ZW110215,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,7,7,Manicaland,Chimanimani,# of people with access to appropriate sanitation,IDP & General Population,750,436,76,68,57,58,Ongoing,UNICEF,5,23,UNICEF-MC,ZW110216,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,40,40,Manicaland,Chimanimani,# of people with access to appropriate sanitation,IDP & General Population,750,436,76,68,57,58,Ongoing,UNICEF,6,23,UNICEF-MC,ZW110221,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.4 - Installation of handwashing facilities,19,19,Manicaland,Chimanimani,Other,IDP & General Population,750,436,76,68,57,58,Ongoing,UNICEF,7,23,UNICEF-MC,ZW110215,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.4 - Installation of handwashing facilities,7,7,Manicaland,Chimanimani,Other,IDP & General Population,750,436,76,68,57,58,Ongoing,UNICEF,8,23,UNICEF-MC,ZW110216,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.4 - Installation of handwashing facilities,18,18,Manicaland,Chimanimani,Other,IDP & General Population,750,436,76,68,57,58,Ongoing,UNICEF,13,23,UNICEF-MC,ZW110221,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
Mercy Corps,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,50,0,Manicaland,Chimanimani,# of people with access to appropriate sanitation,IDP & General Population,250,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,12,23,MC,ZW110216,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,50,0,Manicaland,Chimanimani,# of people with access to appropriate sanitation,IDP & General Population,250,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,14,23,MC,ZW110221,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,4.4 - Installation of handwashing facilities,120,0,Manicaland,Chimanimani,Other,IDP & General Population,600,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,22,23,MC,ZW110216,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,4.4 - Installation of handwashing facilities,120,0,Manicaland,Chimanimani,Other,IDP & General Population,600,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,23,23,MC,ZW110221,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,150,0,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,750,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,24,23,MC,ZW110216,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,150,0,Manicaland,Chimanimani,# of people receiving WASH NFI kits,IDP & General Population,750,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,25,23,MC,ZW110221,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,Other Hygiene,40,0,Manicaland,Chimanimani,# of people reached with other WASH services,IDP & General Population,40,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,26,23,MC,ZW110216,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,Other Hygiene,40,0,Manicaland,Chimanimani,# of people reached with other WASH services,IDP & General Population,40,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,27,23,MC,ZW110221,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,150,0,Manicaland,Chimanimani,"# of people receiving Hygiene kits (family kit, female dignity kit)",IDP & General Population,150,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,28,23,MC,ZW110216,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,4.5 - Procurement and distribution of WASH Hygiene kits,150,0,Manicaland,Chimanimani,"# of people receiving Hygiene kits (family kit, female dignity kit)",IDP & General Population,150,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,29,23,MC,ZW110221,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Water,2.4 - Rehabilitation and disinfection of existing water points,5,0,Manicaland,Chimanimani,# of people with access to safe & sufficient quantity of water,IDP & General Population,2500,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,30,23,MC,ZW110216,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Water,2.4 - Rehabilitation and disinfection of existing water points,5,0,Manicaland,Chimanimani,# of people with access to safe & sufficient quantity of water,IDP & General Population,2500,0,0,0,0,0,Ongoing,MERCY CORPS PRIVATE FUNDS,31,23,MC,ZW110221,2019-04-01,2019-03-31,Apr,2019,2019,2019,2019-04-01
Mercy Corps,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,46,46,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,230,276,81,105,57,33,Completed,UNICEF,32,30,MC,ZW110302,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,60,60,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,300,327,102,91,61,73,Completed,UNICEF,33,30,UNICEF-MC,ZW110305,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,40,40,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,200,208,74,61,31,42,Completed,UNICEF,34,30,UNICEF-MC,ZW110308,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,49,49,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,245,196,76,68,27,25,Completed,UNICEF,35,30,UNICEF-MC,ZW110309,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,115,115,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,575,535,185,192,77,81,Completed,UNICEF,36,30,UNICEF-MC,ZW110311,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,58,58,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,290,242,77,103,36,26,Completed,UNICEF,37,30,UNICEF-MC,ZW110313,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,45,45,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,225,279,87,93,53,46,Completed,UNICEF,38,30,UNICEF-MC,ZW110314,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,50,50,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,250,280,98,89,43,50,Completed,UNICEF,39,30,UNICEF-MC,ZW110315,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,60,60,Manicaland,Chipinge,# of people receiving WASH NFI kits,General Population,300,268,87,96,42,43,Completed,UNICEF,41,30,UNICEF-MC,ZW110322,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Water,2.4 - Rehabilitation and disinfection of existing water points,5,0,Manicaland,Mutare,# of people with access to safe & sufficient quantity of water,General Population,2500,0,76,68,57,58,Ongoing,UNICEF,43,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Water,Other Water,5,0,Manicaland,Mutare,# of people reached with other WASH services,IDP & General Population,35,0,76,68,57,58,Ongoing,UNICEF,45,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,6,0,Manicaland,Mutare,# of people with access to appropriate sanitation,General Population,120,0,76,68,57,58,Ongoing,UNICEF,47,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.4 - Installation and management of bathing facilities,6,0,Manicaland,Mutare,# of people with access to appropriate sanitation,General Population,120,0,76,68,57,58,Ongoing,UNICEF,49,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.2 - Solid waste management,5,0,Manicaland,Mutare,# of people with access to appropriate sanitation,General Population,100,0,76,68,57,58,Ongoing,UNICEF,51,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.3 - Procurement and distribution of WASH related NFIs,625,0,Manicaland,Mutare,# of people receiving WASH NFI kits,IDP & General Population,3125,0,76,68,57,58,Ongoing,UNICEF,52,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,20,0,Manicaland,Mutare,# of people reached with other WASH services,General Population,20,0,76,68,57,58,Ongoing,UNICEF,54,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,25,10,Manicaland,Mutare,# of people reached with other WASH services,General Population,25,10,0,0,10,0,Ongoing,UNICEF,55,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.1 - Dissemination of WASH related messages through mass media & community activities.,10,0,Manicaland,Mutare,# of people receiving sanitation and hygiene messages,General Population,1500,0,76,68,57,58,Ongoing,UNICEF,57,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,15,11,Manicaland,Makoni,# of people reached with other WASH services,General Population,15,11,0,0,11,0,Ongoing,UNICEF,72,39,UNICEF-MC,ZW110416,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,50,14,Manicaland,Mutasa,# of people reached with other WASH services,IDP & General Population,50,14,0,0,12,2,Ongoing,UNICEF,89,31,UNICEF-MC,ZW110619,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,44.5,1,Manicaland,Mutare,# of people reached with other WASH services,General Population,750,500,0,0,281,219,Ongoing,UNICEF,94,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,100,73,Manicaland,Buhera,# of people receiving sanitation and hygiene messages,General Population,500,460,136,67,159,98,Ongoing,UNICEF,95,33,UNICEF-MC,ZW110125,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,600,15,Manicaland,Buhera,# of people receiving sanitation and hygiene messages,General Population,3000,436,76,68,57,58,Ongoing,UNICEF,96,33,UNICEF-MC,ZW110128,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,600,113,Manicaland,Buhera,# of people receiving sanitation and hygiene messages,General Population,3000,684,160,169,182,173,Ongoing,UNICEF,97,33,UNICEF-MC,ZW110129,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,44.5,15,Manicaland,Makoni,# of people reached with other WASH services,General Population,750,251,0,0,141,110,Ongoing,UNICEF,99,39,UNICEF-MC,ZW110416,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,44.5,15,Manicaland,Makoni,# of people reached with other WASH services,General Population,750,76,0,0,59,17,Ongoing,UNICEF,100,39,UNICEF-MC,ZW110422,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,44.5,15,Manicaland,Makoni,# of people reached with other WASH services,General Population,750,27,0,0,18,9,Ongoing,UNICEF,101,39,UNICEF-MC,ZW110423,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,44.5,2,Manicaland,Mutasa,# of people reached with other WASH services,General Population,750,300,0,0,200,100,Ongoing,UNICEF,103,31,UNICEF-MC,ZW110619,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,20,18,Manicaland,Buhera,# of people reached with other WASH services,General Population,20,18,0,0,13,5,Ongoing,UNICEF,108,33,UNICEF-MC,ZW110133,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,44.5,15,Manicaland,Chimanimani,# of people with access to appropriate sanitation,School Aged Children,750,436,76,68,57,58,Ongoing,UNICEF,109,23,UNICEF-MC,ZW110208,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,44.5,15,Manicaland,Chimanimani,# of people with access to appropriate sanitation,School Aged Children,750,436,76,68,57,58,Ongoing,UNICEF,110,23,UNICEF-MC,ZW110205,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,5,5,Manicaland,Chimanimani,# of people with access to appropriate sanitation,School Aged Children,750,436,76,68,57,58,Ongoing,UNICEF,111,23,UNICEF-MC,ZW110214,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,20,17,Manicaland,Buhera,# of people reached with other WASH services,General Population,20,17,0,0,11,6,Ongoing,UNICEF,112,33,UNICEF-MC,ZW110128,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,44.5,6,Manicaland,Makoni,# of people reached with other WASH services,General Population,750,6,0,0,6,0,Ongoing,UNICEF,113,39,UNICEF-MC,ZW110422,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,Other Hygiene,44.5,10,Manicaland,Makoni,# of people reached with other WASH services,General Population,750,10,0,0,10,0,Ongoing,UNICEF,114,39,UNICEF-MC,ZW110423,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Sanitation,3.1 - Installation and/or management of latrines,5,0,Manicaland,Mutare,# of people with access to appropriate sanitation,School Aged Children,100,0,76,68,57,58,Ongoing,UNICEF,121,36,UNICEF-MC,ZW110510,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,44.5,130,Manicaland,Mutare,# of people receiving sanitation and hygiene messages,General Population,750,699,0,0,406,293,Ongoing,UNICEF,122,36,UNICEF-MC,ZW110515,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,230,193,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,230,193,51,52,57,33,Completed,UNICEF,124,30,UNICEF-MC,ZW110302,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,300,251,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,300,251,70,47,61,73,Completed,UNICEF,125,30,UNICEF-MC,ZW110305,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,200,150,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,200,150,38,39,31,42,Completed,UNICEF,126,30,UNICEF-MC,ZW110308,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,245,139,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,245,139,40,47,27,25,Completed,UNICEF,127,30,UNICEF-MC,ZW110309,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,575,379,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,575,379,110,111,77,81,Completed,UNICEF,128,30,UNICEF-MC,ZW110311,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,290,161,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,290,161,38,61,36,26,Completed,UNICEF,129,30,UNICEF-MC,ZW110313,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,225,205,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,225,205,50,56,46,53,Completed,UNICEF,130,30,UNICEF-MC,ZW110314,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,250,214,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,250,214,63,58,43,50,Completed,UNICEF,131,30,UNICEF-MC,ZW110315,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,300,178,Manicaland,Chipinge,# of people receiving sanitation and hygiene messages,General Population,300,178,49,44,42,43,Completed,UN-DECLARED,133,30,UNICEF-MC,ZW110322,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,400,186,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,IDP & General Population,400,186,26,25,62,73,Ongoing,UNICEF,136,23,UNICEF-MC,ZW110212,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,10060,9273,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,IDP & General Population,10060,9273,1869,1819,2956,2629,Ongoing,UNICEF,137,23,UNICEF-MC,ZW110215,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,9850,7398,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,IDP & General Population,9850,7398,1534,1508,2398,1958,Ongoing,UNICEF,138,23,UNICEF-MC,ZW110216,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
UNICEF,Mercy Corps,Hygiene,4.2 - Household level hygiene promotion activities,5230,3920,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,IDP & General Population,5230,3920,1003,949,1059,909,Ongoing,UNICEF,139,23,UNICEF-MC,ZW110221,2019-03-15,2019-03-10,Mar,2019,2019,2019,2019-03-01
Oxfam,Oxfam,Water,2.4 - Rehabilitation and disinfection of existing water points,4,0,Manicaland,Chimanimani,# of people with access to safe & sufficient quantity of water,General Population,1200,0,0,0,0,0,Ongoing,OXFAM CATASTROPHIC FUNDING,40,23,Oxfam,ZW110210,2019-04-19,2019-04-14,Apr,2019,2019,2019,2019-04-01
Oxfam,Oxfam,Hygiene,4.2 - Household level hygiene promotion activities,3031,3031,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,General Population,12850,12850,2409,2328,4133,3980,Ongoing,OXFAM CATASTROPHIC FUNDING,41,23,Oxfam,ZW110222,2019-04-19,2019-04-14,Apr,2019,2019,2019,2019-04-01
Oxfam,Oxfam,Water,2.3 - Distribution of household water treatment materials / products,3031,3000,Manicaland,Chimanimani,# of people with access to safe & sufficient quantity of water,General Population,12850,5606,1721,1628,2928,2678,Ongoing,OXFAM CATASTROPHIC FUNDING,42,23,Oxfam,ZW110222,2019-04-19,2019-04-14,Apr,2019,2019,2019,2019-04-01
Oxfam,Oxfam,Hygiene,4.2 - Household level hygiene promotion activities,3310,3310,Manicaland,Chimanimani,# of people receiving sanitation and hygiene messages,General Population,16888,16888,4344,4757,4109,3678,Ongoing,OXFAM CATASTROPHIC FUNDING,43,23,Oxfam,ZW110213,2019-04-19,2019-04-14,Apr,2019,2019,2019,2019-04-01
Oxfam,Oxfam,Water,2.6 - Water Quality Monitoring,4,0,Manicaland,Chimanimani,# of people reached with other WASH services,General Population,1200,0,0,0,0,0,Ongoing,OXFAM CATASTROPHIC FUNDING,44,23,Oxfam,ZW110210,2019-04-19,2019-04-14,Apr,2019,2019,2019,2019-04-01
